id;authors;title;language_code;average_rating;ratings_count;work_ratings_count;work_text_reviews_count
4346;Katie J. Davis, Beth Clark;Kisses from Katie: A Story of Relentless Love and Redemption;en-US;4.4;20500;22060;2084
4347;Kathleen Kent;The Heretic's Daughter;;3.77;23815;28173;3658
4348;Thomas Mann, John E. Woods;The Magic Mountain;eng;4.14;21078;25291;1426
4349;Michael Connelly;Chasing the Dime;eng;3.96;23771;25650;748
4350;Claudia Gray;A Thousand Pieces of You (Firebird, #1);eng;3.94;28422;31985;5563
4351;Patricia Reilly Giff;Pictures of Hollis Woods;eng;4.0;23708;24372;1699
4352;Peter F. Hamilton;The Reality Dysfunction (Night's Dawn, #1);eng;4.14;22492;24315;849
4353;Sidney Sheldon;The Sands of Time;eng;3.73;18499;19908;400
4354;Zadie Smith;NW;eng;3.41;20062;23926;2851
4355;Heather Brewer;Eighth Grade Bites (The Chronicles of Vladimir Tod, #1);en-US;3.92;28119;31398;2604
4356;Barry Schwartz;The Paradox of Choice: Why More Is Less;eng;3.84;20990;21859;1076
4357;Annette Curtis Klause;Blood and Chocolate;en-US;3.77;33500;34858;2055
4358;Michael Connelly;Nine Dragons (Harry Bosch, #15;;;;;
4359;D.H. Lawrence;Women in Love (Brangwen Family, #2);eng;3.66;22372;25011;821
4360;Jane Green;Second Chance;en-US;3.53;22795;23625;1121
4361;David Brin;The Postman;en-US;3.87;24778;26200;1007
4362;Elin Hilderbrand;Summerland;eng;3.85;22497;24115;1966
4363;Ann Patchett;The Patron Saint of Liars;eng;3.76;20722;25021;2536
4364;Jack Canfield, Janet Switzer;The Success Principles: How to Get from Where You Are to Where You Want to Be;en-US;4.26;19634;20656;632
4365;Kristen Ashley;Knight (Unfinished Hero, #1);en-GB;3.94;44570;45320;3331
4366;Alexander Osterwalder, Yves Pigneur;Business Model Generation;eng;4.16;20389;22933;464
4367;Stephen Greenblatt;The Swerve: How the World Became Modern;eng;3.83;13405;20790;2179
4368;Margaret George;The Autobiography of Henry VIII: With Notes by His Fool, Will Somers;en-US;4.25;22571;23288;816
4369;Chuck Palahniuk;Stranger than Fiction;eng;3.56;18091;20204;754
4370;Norman Doidge;The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science;en-US;4.2;19319;22206;1651
4371;Larry Niven;The Ringworld Engineers (Ringworld #2);eng;3.86;22047;23934;443
4372;Barry Lyga;I Hunt Killers (Jasper Dent, #1);en-CA;4.02;25487;26849;3349
4373;K. Bromberg;Crashed (Driven, #3);eng;4.56;32520;35153;3237
4374;J. Ryan Stradal;Kitchens of the Great Midwest;eng;3.77;21071;23667;3661
4375;Ann McGovern, Winslow Pinney Pels, Winslow Pinn, Ey Pels;Stone Soup;en-US;4.28;25518;25537;184
4376;Alaa Al Aswany, Ø¹Ù„Ø§Ø¡ Ø§Ù„Ø£Ø³ÙˆØ§Ù†ÙŠ;Ø´ÙŠÙƒØ§Ø¬Ùˆ;ara;3.41;17325;18748;1688
4377;James Patterson, Maxine Paetro;12th of Never (Women's Murder Club, #12);en-US;3.99;19998;26821;1941
4378;Brian  McClellan;Promise of Blood (Powder Mage, #1);eng;4.16;21192;24964;1834
4379;James Rollins;Black Order (Sigma Force, #3);eng;4.14;22321;25329;893
4380;Karin Slaughter;Fractured (Will Trent, #2);en-US;4.18;23256;27091;1290
4381;Nicola Yoon;The Sun Is Also a Star;eng;4.14;42363;46465;8878
4382;James Patterson, David Ellis;The Murder House;eng;4.05;13837;23568;2191
4383;Nevil Shute;On the Beach;eng;3.92;24401;27734;1837
4384;Nick Hornby;Funny Girl;eng;3.37;17151;21589;2787
4385;Edward Rutherfurd;New York;eng;4.1;16106;23926;2442
4386;V.E. Schwab, Victoria Schwab;A Gathering of Shadows (Shades of Magic, #2);eng;4.33;29389;35079;6274
4387;Dean Koontz;From the Corner of His Eye;en-US;4.0;23641;25002;1016
4388;Haruki Murakami, Philip Gabriel, Jay Rubin;Blind Willow, Sleeping Woman;eng;3.83;19216;23710;1600
4389;Ina Garten, Quentin Bacon;Barefoot Contessa Back to Basics;eng;4.23;22228;22305;199
4390;Jane Green;To Have and to Hold;eng;3.61;21001;22305;516
4391;Koren Zailckas;Smashed: Story of a Drunken Girlhood;en-US;3.5;20658;21089;1181
4392;John Irving;Until I Find You;eng;3.61;20784;21984;1438
4393;Bree Despain;The Dark Divine (The Dark Divine, #1);eng;3.81;33209;34463;2473
4394;Bill Buford;Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Dante-Quoting Butcher in Tuscany;;3.89;18583;20010;1818
4395;Clarissa Pinkola EstÃ©s;Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype;eng;4.15;21127;24120;1682
4396;Patricia C. Wrede, Peter de SÃ¨ve;Calling on Dragons (Enchanted Forest Chronicles, #3);en-US;4.2;33925;35027;570
4397;Marcus Buckingham, Donald O. Clifton;Now, Discover Your Strengths;;3.95;19767;20318;587
4398;Chris Anderson;The Long Tail: Why the Future of Business is Selling Less of More;en-US;3.83;14932;22270;669
4399;Adolf Hitler;Mein Kampf;en-US;3.13;16285;23637;2272
4400;Jane Green;Swapping Lives;eng;3.56;22521;24000;1007
4401;Louise Penny;A Rule Against Murder (Chief Inspector Armand Gamache, #4);en-US;4.21;22817;27667;2239
4402;Nora Roberts;The Perfect Hope (Inn Boonsboro, #3);eng;4.14;23185;30797;2051
4403;Aleatha Romig;Consequences (Consequences, #1);eng;3.97;29809;35592;5338
4404;Sean Covey;The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide;eng;4.01;19240;21057;1508
4405;Tom Angleberger;The Strange Case of Origami Yoda (Origami Yoda, #1);eng;3.9;23322;23852;2871
4406;Jennifer Crusie;Welcome to Temptation (Dempseys, #1);eng;3.94;27123;28809;1021
4407;Thanhha Lai;Inside Out & Back Again;eng;4.09;22972;27186;4249
4408;Josephine Angelini;Dreamless (Starcrossed, #2);eng;4.2;30424;33819;2230
4409;Abbi Glines;Predestined (Existence Trilogy, #2);en-GB;4.09;33711;33926;1462
4410;Jude Fisher;The Lord of the Rings: The Return of the King: Visual Companion;eng;4.59;17526;17641;28
4411;Guy Kawasaki;The Art of the Start: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything;en-US;3.82;18466;18796;404
4412;Wes  Moore, Tavis Smiley;The Other Wes Moore: One Name, Two Fates;en-GB;3.77;19964;23269;3168
4413;Ariana Franklin;Mistress of the Art of Death (Mistress of the Art of Death, #1);en-US;3.95;27332;29208;2642
4414;Tucker Max;Assholes Finish First (Tucker Max, #2);en-US;3.64;19838;20984;772
4415;Naoko Takeuchi, æ­¦å†… ç›´å­;ç¾Žå°‘å¥³æˆ¦å£«ã‚»ãƒ¼ãƒ©ãƒ¼ãƒ ãƒ¼ãƒ³æ–°è£…ç‰ˆ 1 [BishÅjo Senshi Sailor Moon ShinsÅban 1];jpn;4.28;18035;22319;724
4416;Susan Elizabeth Phillips;Kiss an Angel;eng;4.21;32191;35438;2262
4417;Dan Ariely;The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home;en-US;4.0;22422;23562;799
4418;Sarah Vowell, Katherine Streeter;The Partly Cloudy Patriot;eng;3.9;22819;23818;1368
4419;Ruth Stiles Gannett;My Father's Dragon (My Father's Dragon, #1);eng;4.09;25905;26842;1233
4420;Greg Iles;Natchez Burning;eng;4.12;18722;23806;3121
4421;Charles Bukowski;Pulp;;3.68;18216;21041;950
4422;Thomas Harris;Hannibal Rising (Hannibal Lecter, #4);en-US;3.44;22767;25973;1317
4423;J.D. Robb;Immortal in Death (In Death, #3);eng;4.26;29315;34987;1307
4424;Sherrilyn Kenyon;Infinity (Chronicles of Nick, #1);en-US;4.04;31598;34312;2731
4425;Laurell K. Hamilton;Blood Noir (Anita Blake, Vampire Hunter #16);en-US;3.85;32159;34278;939
4426;Thomas Pynchon;Inherent Vice;eng;3.71;18109;20909;2145
4427;Jodi Picoult;Songs of the Humpback Whale;en-US;3.19;24756;25894;1834
4428;Guillermo del Toro, Chuck Hogan;The Night Eternal (The Strain Trilogy, #3);en-US;3.67;18773;23194;1987
4429;Jay McInerney;Bright Lights, Big City;eng;3.74;21227;23006;1244
4430;Nora Roberts;Whiskey Beach;eng;3.96;19769;26780;2207
4431;Jennifer Weiner;The Guy Not Taken: Stories;en-US;3.46;20420;21414;1148
4432;Robert Kirkman;The Walking Dead, Vol. 08: Made to Suffer;eng;4.47;22017;22799;776
4433;Kresley Cole;Pleasure of a Dark Prince (Immortals After Dark #9);eng;4.41;32358;34474;1080
4434;Syd Hoff;Danny and the Dinosaur (An I Can Read Book);en-US;4.0;24985;25375;303
4435;Giovanni Boccaccio, G.H. McWilliam;The Decameron;eng;3.86;22800;26314;782
4436;Sara Shepard;Twisted (Pretty Little Liars, #9);en-US;4.05;24251;25519;1159
4437;Michael Connelly;The Crossing (Harry Bosch, #20;;;;;
4438;Alice Munro;Dear Life: Stories;;3.75;19278;24061;3083
4439;Eileen Christelow;Five Little Monkeys Jumping on the Bed;;4.09;24781;25504;531
4440;Jacqueline Carey;Kushiel's Avatar (PhÃ¨dre's Trilogy, #3);eng;4.37;25782;28363;745
4441;Jorge Luis Borges, Andrew Hurley;The Aleph and Other Stories ;eng;4.39;16590;22638;799
4442;Rachel Van Dyken;Ruin (Ruin, #1);eng;4.19;35844;36447;3787
4443;Raymond Chandler;The Long Goodbye (Philip Marlowe, #6);eng;4.23;22503;24917;1509
4444;Raymond Chandler;Farewell, My Lovely (Philip Marlowe, #2);eng;4.17;21864;24020;1145
4445;Lloyd Alexander;The Castle of Llyr (The Chronicles of Prydain #3);eng;4.07;27425;28880;738
4446;Rachel Caine;Fade Out (The Morganville Vampires, #7);en-US;4.2;32918;34915;854
4447;Lilian Jackson Braun;The Cat Who Could Read Backwards (Cat Who..., #1);eng;3.84;23114;24710;956
4448;Nyrae Dawn;Charade (Games, #1);eng;3.98;35216;36295;2006
4449;Rick Riordan, Haley Riordan;The Demigod Diaries;eng;4.19;28461;32365;1448
4450;Courtney Cole;If You Stay (Beautifully Broken, #1);eng;3.94;31388;33374;1948
4451;Neil Patrick Harris, David Javerbaum, Antony Hare;Neil Patrick Harris: Choose Your Own Autobiography;eng;3.86;21596;23134;3047
4452;Kathy Reichs;Death du Jour (Temperance Brennan, #2);en-US;3.96;27715;31213;1159
4453;Josh McDowell;More Than a Carpenter;eng;4.19;19269;20131;393
4454;Cherie Priest;Boneshaker (The Clockwork Century, #1);eng;3.5;26202;27742;3735
4455;Rita Mae Brown;Rubyfruit Jungle;eng;3.88;22583;24632;804
4456;Lauren Kate;Fallen in Love (Fallen, #3.5);eng;3.77;30759;33324;1652
4457;Raina Telgemeier;Sisters;eng;4.29;23347;29031;3290
4458;D.J. MacHale;The Never War (Pendragon, #3);eng;4.12;24219;25245;474
4459;Terry Brooks;The Elf Queen of Shannara (Heritage of Shannara, #3);eng;4.02;23895;25677;182
4460;Brian Jacques;Mattimeo (Redwall, #3);eng;4.02;26345;27627;376
4461;James S.A. Corey;Nemesis Games (The Expanse, #5);eng;4.37;20681;23686;1605
4462;Marianne Williamson;"A Return to Love: Reflections on the Principles of ""A Course in Miracles""";;4.29;19144;20409;704
4463;David Baldacci;First Family (Sean King & Michelle Maxwell, #4);en-US;3.98;22203;26455;1692
4464;Charles Portis;True Grit;en-US;4.12;21199;27697;3761
4465;Susan  Jeffers;Feel the Fear and Do It Anyway;en-US;4.01;18278;20087;672
4466;Katy Evans;Mine (Real, #2);eng;4.29;39411;41080;3107
4467;Matthew Dicks;Memoirs of an Imaginary Friend;eng;4.1;18344;24050;4043
4468;Salman Rushdie, Paul Birkbeck;Haroun and the Sea of Stories (Khalifa Brothers, #1);eng;4.01;19221;23699;1941
4469;Susan Crandall;Whistling Past the Graveyard;eng;4.04;20168;22264;3180
4470;Kresley Cole;Poison Princess (The Arcana Chronicles, #1);en-US;4.14;25679;31742;3753
4471;Paullina Simons;Tatiana and Alexander (The Bronze Horseman, #2);en-GB;4.3;20654;26207;2067
4472;Brian Staveley;The Emperor's Blades (Chronicle of the Unhewn Throne, #1);eng;4.15;19877;23710;1882
4473;Monica Ali;Brick Lane;eng;3.38;21002;23469;1572
4474;Sally Green;Half Bad (The Half Bad Trilogy, #1);eng;3.8;26913;33104;5550
4475;Nikos Kazantzakis, ÎÎ¯ÎºÎ¿Ï‚ ÎšÎ±Î¶Î±Î½Ï„Î¶Î¬ÎºÎ·Ï‚;Zorba the Greek;eng;4.1;15203;23643;2393
4476;William H. Armstrong, James Barkley;Sounder;en-US;3.96;24061;24800;919
4477;Lawrence M. Krauss, Richard Dawkins;A Universe from Nothing: Why There Is Something Rather Than Nothing;eng;3.92;17204;19149;1038
4478;Slash, Anthony Bozza;Slash;en-US;3.96;17989;19266;977
4479;Nalini Singh;Archangel's Kiss (Guild Hunter, #2);eng;4.24;35843;39528;1798
4480;Rachel Hawkins;Rebel Belle (Rebel Belle, #1);eng;3.88;30506;31958;5046
4481;Tess Gerritsen;The Mephisto Club (Rizzoli & Isles, #6);eng;4.01;23378;27848;1405
4482;Francine Rivers;The Scarlet Thread ;eng;4.14;21233;22189;715
4483;Bill Watterson;It's a Magical World: A Calvin and Hobbes Collection;eng;4.75;22351;23429;264
4484;Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Gurihiru;Avatar: The Last Airbender (The Promise, #1);;4.24;18771;19111;608
4485;Jean-Paul Sartre, Hazel E. Barnes, Mary Warnock, Richard Eyre;Being and Nothingness;en-GB;3.94;19897;21146;311
4486;Andrzej Sapkowski;Miecz przeznaczenia (Saga o WiedÅºminie, #2);pol;4.4;12909;26446;1008
4487;Rachel Carson, Linda Lear, Edward O. Wilson;Silent Spring;en-US;3.94;24027;25328;1415
4488;Brandon Sanderson;Legion (Legion, #1);eng;4.13;20291;24459;2235
4489;Holly Madison;Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny;eng;3.4;13213;20828;2379
4490;James Patterson;Kill Alex Cross (Alex Cross #18);eng;4.0;20206;24714;1499
4491;Nadia Hashimi;The Pearl That Broke Its Shell;eng;4.12;19016;23155;2786
4492;Scott Westerfeld, Keith Thompson;Behemoth (Leviathan, #2);en-US;4.18;30049;31954;2449
4493;Martha Stout;The Sociopath Next Door;eng;3.75;21550;23035;1896
4494;Brian K. Vaughan, Pia Guerra, Goran SudÅ¾uka, JosÃ© MarzÃ¡n Jr.;Y: The Last Man, Vol. 8: Kimono Dragons (Y: The Last Man, #8);eng;4.22;23842;24131;330
4495;Jeff Kinney;Do-It-Yourself Book (Diary of a Wimpy Kid);eng;4.17;20534;21542;657
4496;Dan Brown;Angels and Demons / The Da Vinci Code (Robert Langdon, #1-2);;4.19;18711;18765;476
4497;Jennifer Donnelly;The Tea Rose (The Tea Rose, #1);eng;4.18;22448;25268;2496
4498;Ben Aaronovitch;Moon Over Soho (Peter Grant, #2);eng;4.1;16566;28024;2098
4499;Charles Belfoure;The Paris Architect;eng;3.98;18925;24361;2844
4500;Morgan Rhodes, Michelle Rowen;Falling Kingdoms (Falling Kingdoms, #1);eng;3.83;32623;36097;5702
4501;Esther Hicks, Jerry Hicks, Wayne W. Dyer;Ask and It Is Given: Learning to Manifest Your Desires;en-GB;4.18;17170;18266;504
4502;Isabel Allende, Margaret Sayers Peden;Island Beneath the Sea;eng;4.01;18864;24500;2613
4503;Henry Fielding, Thomas Keymer, Alice Wakely;The History of Tom Jones, a Foundling;eng;3.73;24718;26988;765
4504;Sherwood Anderson;Winesburg, Ohio;eng;3.84;20125;24741;1780
4505;Jamie McGuire;Beautiful Redemption (The Maddox Brothers, #2);eng;4.15;28845;33443;2745
4506;Sue Grafton;C is for Corpse  (Kinsey Millhone, #3);en-US;3.87;29204;31679;910
4507;Brian K. Vaughan, Pia Guerra, JosÃ© MarzÃ¡n Jr.;Y: The Last Man, Vol. 5: Ring of Truth (Y: The Last Man, #5);eng;4.27;24606;24850;418
4508;Joanne Harris;Five Quarters of the Orange;eng;3.83;23332;26429;2091
4509;Roberto BolaÃ±o;2666;spa;4.2;15000;22318;2930
4510;Douglas Coupland;Microserfs;en-US;3.88;19516;21243;808
4511;Matthew Inman, The Oatmeal;How to Tell If Your Cat Is Plotting to Kill You;eng;3.95;22994;24479;1522
4512;David Baldacci;Simple Genius (Sean King & Michelle Maxwell, #3);eng;3.89;22171;26021;1424
4513;Anita Shreve;Light on Snow;;3.56;22845;24610;1724
4514;Darren Shan;Vampire Mountain (Cirque Du Freak, #4);eng;4.16;23847;25972;665
4515;Philip K. Dick;The Three Stigmata of Palmer Eldritch;eng;4.01;20140;23575;1114
4516;Haruki Murakami, Ted Goossen;The Strange Library;en-GB;3.55;18806;24836;3995
4517;Kurt Vonnegut Jr.;Deadeye Dick;eng;3.8;19212;20466;637
4518;Rhonda Byrne;The Power (The Secret, #2);eng;4.09;16917;18176;862
4519;Diana L. Paxson, Marion Zimmer Bradley;Ancestors of Avalon (Avalon, #5);eng;3.89;21408;22025;140
4520;Per Petterson, Anne Born;Out Stealing Horses;eng;3.79;19199;22962;3715
4521;Doug Moench, Chuck Dixon, Jim Aparo, Norm Breyfogle, Graham Nolan, Jim Balent;Batman: Knightfall, Vol. 1: Broken Bat;eng;4.08;18298;18401;191
4522;Brian K. Vaughan, Fiona Staples;Saga, Vol. 5 (Saga, #5);eng;4.44;29429;30292;2570
4523;Brad Thor;The Lions of Lucerne (Scot Harvath, #1);eng;4.04;18770;22883;1129
4524;Stephen King, Willem Dafoe;One Past Midnight: The Langoliers;eng;3.82;22326;26431;360
4525;Elizabeth George Speare;The Sign of the Beaver;eng;3.77;20450;25600;1317
4526;John Fante, Charles Bukowski;Ask the Dust (Arturo Bandini, #3);eng;4.14;16226;20506;1398
4527;Rick Bragg;All Over But the Shoutin';eng;4.09;21072;21783;1444
4528;Leigh Nichols, Dean Koontz;The Key to Midnight;en-US;3.93;22578;23143;236
4529;Philip Pullman, Jacob Grimm, Wilhelm Grimm;Fairy Tales from the Brothers Grimm: A New English Version;eng;4.11;17219;18829;812
4530;Terry Goodkind;Debt of Bones (Sword of Truth, #0.5);eng;3.85;23279;24194;496
4531;Milan Kundera;The Joke;eng;3.99;16464;20673;822
4532;Philippa Gregory;The White Princess (The Plantagenet and Tudor Novels, #5);eng;3.85;22584;26092;2390
4533;Stephen Coonts;Flight of the Intruder (Jake Grafton #1);eng;4.04;21765;22410;134
4534;Susan Cooper;Silver on the Tree (The Dark is Rising, #5);eng;4.16;25818;27545;552
4535;Enid Bagnold;National Velvet;eng;4.09;22682;23157;195
4536;Richard Branson;Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way;eng;3.97;26225;28791;844
4537;Aristophanes, Sarah Ruden;Lysistrata;eng;3.84;25758;28283;653
4538;Elizabeth Kostova;The Swan Thieves;eng;3.53;23399;26874;3969
4539;Karen Marie Moning;Iced (Fever, #6);eng;4.13;28890;32684;4066
4540;Peter Clines;14;eng;3.92;20011;21210;2777
4541;Gary D. Schmidt;Okay for Now;en-US;4.19;24254;25127;4481
4542;Tim LaHaye, Jerry B. Jenkins;Assassins (Left Behind, #6);eng;3.98;24143;25041;335
4543;Joe Abercrombie;Red Country (First Law World, #6);eng;4.27;19926;23690;1420
4544;Pat Conroy;The Lords of Discipline;;4.28;19050;21120;1139
4545;Scott Jurek, Steve Friedman;Eat and Run: My Unlikely Journey to Ultramarathon Greatness;en-US;3.95;17376;20086;1622
4546;Karin Slaughter;Broken (Will Trent, #4);eng;4.2;22244;25814;1180
4547;Elin Hilderbrand;The Matchmaker;eng;3.82;19094;22424;2013
4548;Tim LaHaye, Jerry B. Jenkins;The Mark (Left Behind, #8);en-US;4.02;21668;22824;293
4549;Marisa de los Santos;Belong to Me;en-US;3.84;22521;24557;3319
4550;Erin Hunter;The Darkest Hour (Warriors, #6);eng;4.52;26949;28508;956
4551;James Ellroy;L.A. Confidential (L.A. Quartet, #3);eng;4.2;21511;23814;643
4552;Louise Penny;The Beautiful Mystery (Chief Inspector Armand Gamache, #8);;4.18;16170;26002;3277
4553;David Eddings;The Diamond Throne (The Elenium, #1);;3.93;26150;27599;415
4554;Joss Whedon, Brett Matthews, Will Conrad;Those Left Behind (Serenity, #1);eng;4.04;23220;24794;938
4555;Larry McMurtry;Terms of Endearment;eng;4.15;21352;21782;289
4556;Sherrilyn Kenyon;Kiss of the Night (Dark-Hunter, #4);eng;4.24;21022;36505;1100
4557;Madeleine Wickham;The Wedding Girl;eng;3.47;20501;22944;924
4558;Max Lucado;He Chose the Nails;en-US;4.37;19028;19443;271
4559;Carrie Jones;Entice (Need, #3);en-GB;4.03;28584;29382;1231
4560;Ian Fleming;From Russia With Love (James Bond, #5);eng;3.88;19802;22430;860
4561;T.C. Boyle;The Tortilla Curtain;eng;3.64;20921;22620;2636
4562;Melissa Marr;Darkest Mercy (Wicked Lovely, #5);en-US;4.11;29069;29977;1552
4563;Emma Straub;Modern Lovers;;3.45;20453;24033;2283
4564;R.L. Mathewson;Checkmate (Neighbor from Hell, #3);eng;4.15;38343;41653;1961
4565;Terry Pratchett;The Amazing Maurice and His Educated Rodents (Discworld, #28);eng;4.04;24279;29463;1145
4566;Eugene B. Sledge, Paul Fussell;With the Old Breed: At Peleliu and Okinawa;en-US;4.4;16952;20960;1232
4567;Eleanor Estes, Louis Slobodkin;The Hundred Dresses;eng;4.07;26136;27116;1983
4568;Sarah Addison Allen;Lost Lake (Lost Lake, #1);eng;3.85;24271;26917;4104
4569;Meredith Wild;Hardwired (Hacker, #1);eng;4.07;9235;28742;2003
4570;Tracy Chevalier;The Last Runaway;en-US;3.78;20997;24083;3436
4571;Steven Erikson;Midnight Tides (The Malazan Book of the Fallen, #5);eng;4.34;20725;23392;750
4572;Kass Morgan;The 100 (The 100, #1);eng;3.56;26762;32930;4827
4573;Alexandra Adornetto;Hades (Halo, #2);eng;3.97;27679;28626;1517
4574;Brian K. Vaughan, Pia Guerra, JosÃ© MarzÃ¡n Jr., Paul Chadwick;Y: The Last Man, Vol. 3: One Small Step (Y: The Last Man, #3);eng;4.22;24954;25290;550
4575;Karma Wilson, Jane Chapman;Bear Snores On;en-US;4.25;24556;24814;604
4576;Lauren Graham;Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between;eng;4.04;30471;34247;5022
4577;Gabrielle Zevin;Memoirs of a Teenage Amnesiac;en-US;3.7;28373;30640;2446
